SPECGRP,SPECGRPN,NAME,ADDRESS,CITY,ZIP,COUNTY,ASSETS,DEPOSITS, DEPDOM ,EQUITY,NETINC,ROA,ROE,OFFDOM,WEBADDR,NAMEHCR,ROAPTX,TRUST,CERTCONS,BKCLASS,CHRTAGNT,ENDEFYMD,ESTYMD,INSDATE,REPDTE,RISDATE,STCHRTR,STCNTY,FLDOFF,REGAGNT,OFFFOR,STALPHCR,STMULT,SUBCHAPS
7,Other Specialized Lending < 1 Billion,Bank of Winona,312 North Applegate,Winona,38967,Montgomery,"$111,877.00 ","$96,644.00 ","$96,644.00 ","$11,915.00 ","$1,036.00 ",1.22,12.89,1,bankofwinona.com,"Bancorp Of Winona, Inc.",1.22,1,0,NM,STATE,12/31/9999,1885-06-15,1/1/1934,9/30/2014,9/30/2014,1,28097,Jackson Ms,FDIC,0,MS,0,1
7,Other Specialized Lending < 1 Billion,Merchants and Planters Bank,308 Raymond Square,Raymond,39154,Hinds,"$86,739.00 ","$78,796.00 ","$78,796.00 ","$7,542.00 ",$197.00 ,0.3,3.63,5,http://www.mpbank.net, ,0.39,1,0,NM,STATE,12/31/9999,2/1/1906,1/1/1934,9/30/2014,9/30/2014,1,28049,Jackson Ms,FDIC,0, ,0,0
7,Other Specialized Lending < 1 Billion,Peoples Bank & Trust Company,106 E Main St,North Carrollton,38947,Carroll,"$64,048.00 ","$54,920.00 ","$54,920.00 ","$8,979.00 ",$495.00 ,1.03,7.56,2, ,Peoples Commerce Corporation,1.4,1,0,NM,STATE,12/31/9999,1/1/1918,1/1/1934,9/30/2014,9/30/2014,1,28015,Jackson Ms,FDIC,0,MS,0,0
7,Other Specialized Lending < 1 Billion,Bank of Benoit,28-30 Main Street,Benoit,38725,Bolivar,"$18,063.00 ","$16,051.00 ","$16,051.00 ","$1,949.00 ",$52.00 ,0.38,3.62,1, , ,0.38,0,0,NM,STATE,12/31/9999,1/1/1904,5/6/1941,9/30/2014,9/30/2014,1,28011,Jackson Ms,FDIC,0, ,0,0
8,All Other Specialization  < 1 Billion,Planters Bank & Trust Company,212 Catchings Street,Indianola,38751,Sunflower,"$791,761.00 ","$701,279.00 ","$701,279.00 ","$69,883.00 ","$6,896.00 ",1.18,14.03,13,http://www.planters-bank.com,Planters Holding Company,1.65,1,0,NM,STATE,12/31/9999,4/10/1920,1/1/1934,9/30/2014,9/30/2014,1,28133,Jackson Ms,FDIC,0,MS,0,0
8,All Other Specialization  < 1 Billion,Great Southern National Bank,218 22nd Avenue South,Meridian,39301,Lauderdale,"$272,616.00 ","$245,989.00 ","$245,989.00 ","$25,910.00 ","$1,648.00 ",0.81,8.65,14,www.gsnb.com,Great Southern Capital Corporation,1.16,1,0,N,OCC,12/31/9999,3/2/1902,1/1/1934,9/30/2014,9/30/2014,0,28075,Jackson Ms,OCC,0,MS,0,0
8,All Other Specialization  < 1 Billion,The First National Bank of Pontotoc,19 South Main Street,Pontotoc,38863,Pontotoc,"$258,686.00 ","$220,481.00 ","$220,481.00 ","$34,710.00 ","$1,414.00 ",0.72,5.58,3,http://www.1stnbpontotoc.com,Pontotoc Bancshares Corp.,0.89,0,0,N,OCC,12/31/9999,1/1/1900,1/1/1934,9/30/2014,9/30/2014,0,28115,Memphis,OCC,0,MS,0,0
8,All Other Specialization  < 1 Billion,First American National Bank,1251 First American Drive,Iuka,38852,Tishomingo,"$258,276.00 ","$224,102.00 ","$224,102.00 ","$27,614.00 ","$1,234.00 ",0.64,6,9,www.fanb.net,"First American Bancshares, Inc.",0.64,0,0,N,OCC,12/31/9999,9/5/1964,9/5/1964,9/30/2014,9/30/2014,0,28141,Jackson Ms,OCC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Bank of Yazoo City,104 North Main Street,Yazoo City,39194,Yazoo,"$228,180.00 ","$195,170.00 ","$195,170.00 ","$22,053.00 ","$1,425.00 ",0.83,9.01,7,http://www.bankofyazoo.com,Yazoo Capital Corporation,1.09,1,0,NM,STATE,12/31/9999,1876-04-15,1/1/1934,9/30/2014,9/30/2014,1,28163,Jackson Ms,FDIC,0,MS,0,0
8,All Other Specialization  < 1 Billion,The Bank of Holly Springs,114 S Memphis St,Holly Springs,38635,Marshall,"$206,955.00 ","$174,301.00 ","$174,301.00 ","$29,205.00 ","$2,776.00 ",1.77,13.21,5,http://www.bankofhollysprings.com,Holly Springs Bancshares Inc,1.77,0,0,NM,STATE,12/31/9999,1869-02-01,1/1/1934,9/30/2014,9/30/2014,1,28093,Memphis,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Newton County Bank,114 East Church Street,Newton,39345,Newton,"$157,990.00 ","$135,135.00 ","$135,135.00 ","$21,245.00 ","$1,657.00 ",1.4,10.49,6,www.newtoncountybank.com,"Newton County Bancorporation, Inc. Employee Stock Ownership Plan",1.4,1,0,NM,STATE,12/31/9999,9/4/1912,1/1/1934,9/30/2014,9/30/2014,1,28101,Jackson Ms,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,The Commercial Bank,175 Hopper Avenue,De Kalb,39328,Kemper,"$126,180.00 ","$106,005.00 ","$106,005.00 ","$13,286.00 ",$582.00 ,0.6,6.02,5,www.commercialbankms.com,Commercial Capital Corporation,0.89,0,0,NM,STATE,12/31/9999,12/1/1914,1/1/1934,9/30/2014,9/30/2014,1,28069,Jackson Ms,FDIC,0,MS,0,0
8,All Other Specialization  < 1 Billion,Holmes County Bank & Trust Company,316 Court Square,Lexington,39095,Holmes,"$109,824.00 ","$94,694.00 ","$94,694.00 ","$13,004.00 ",$216.00 ,0.26,2.25,4,http://www.holmesbk.com,Holmes County Capital Corporation,0.26,1,0,NM,STATE,12/31/9999,1/1/1932,1/1/1934,9/30/2014,9/30/2014,1,28051,Jackson Ms,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Merchants & Farmers Bank,650 Highway 7 South,Holly Springs,38635,Marshall,"$91,764.00 ","$80,667.00 ","$80,667.00 ","$9,754.00 ",$479.00 ,0.7,7.02,6,http://www.mandfbankhs.com,"M & F Bancorp, Inc.",0.7,1,0,NM,STATE,12/31/9999,1899-03-15,1/1/1934,9/30/2014,9/30/2014,1,28093,Memphis,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Citizens Bank,8077 State Highway 178,Byhalia,38611,Marshall,"$69,804.00 ","$61,250.00 ","$61,250.00 ","$8,224.00 ",$460.00 ,0.86,7.81,3,http://WWW.CITIZENSBYHALIA.COM,Marshall Financial Corporation,0.97,0,0,NM,STATE,12/31/9999,11/1/1919,1/1/1934,9/30/2014,9/30/2014,1,28093,Memphis,FDIC,0,MS,0,0
8,All Other Specialization  < 1 Billion,Bank of Morton,366 South 4th Street,Morton,39117,Scott,"$66,815.00 ","$56,210.00 ","$56,210.00 ","$8,502.00 ","$1,219.00 ",2.49,19.61,1,www.bankofmorton.com,"Morton Bancorp, Inc.",2.49,0,0,NM,STATE,12/31/9999,1/1/1904,1/1/1934,9/30/2014,9/30/2014,1,28123,Jackson Ms,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Richton Bank & Trust Company,114 South Front Street,Richton,39476,Perry,"$63,642.00 ","$54,021.00 ","$54,021.00 ","$9,347.00 ",$410.00 ,0.85,5.94,3,www.richtonbank.com,"Centon Bancorp, Inc.",0.85,0,0,NM,STATE,12/31/9999,1/1/1931,1/1/1934,9/30/2014,9/30/2014,1,28111,Jackson Ms,FDIC,0,MS,0,1
8,All Other Specialization  < 1 Billion,Bank of Walnut Grove,101 Chadwick Ave,Walnut Grove,39189,Leake,"$54,603.00 ","$46,152.00 ","$46,152.00 ","$8,014.00 ",$444.00 ,1.1,7.6,1, , ,1.14,0,0,NM,STATE,12/31/9999,1/1/1923,1/1/1934,9/30/2014,9/30/2014,1,28079,Jackson Ms,FDIC,0, ,0,1
